appid,steamspy_tags
39110,Casual,Hidden Object,Adventure,
39120,Free to Play,MMORPG,Massively Multiplayer,
39140,JRPG,RPG,Classic,
39150,JRPG,RPG,Classic,
39190,RPG,Fantasy,Action RPG,
39200,RPG,Fantasy,Action RPG,
39210,MMORPG,Massively Multiplayer,RPG,
39500,RPG,Open World,Fantasy,
39510,RPG,Classic,Open World,
39520,Strategy,Simulation,Economy,
39540,RPG,Strategy,Action,
39560,Action,FPS,
39630,Action,Underwater,Sci-fi,
39640,Action,Underwater,Cyberpunk,
39650,Simulation,Strategy,Medieval,
39660,Simulation,Strategy,Medieval,
39670,Action,FPS,Sci-fi,
39680,Simulation,Strategy,Economy,
39690,RPG,Open World,Singleplayer,
39800,Zombies,Action,Indie,
39900,Action,
40100,Strategy,RTS,Sci-fi,
40200,Family Friendly,
40210,Family Friendly,
40300,RPG,Open World,Gothic,
40320,Strategy,RTS,World War II,
40330,Adventure,Point & Click,Female Protagonist,
40340,Adventure,Point & Click,Female Protagonist,
40350,Adventure,Point & Click,
40380,Racing,Offroad,Action,
40390,RPG,Pirates,Open World,
40400,Strategy,RTS,Space,
40420,Casual,Indie,Puzzle,
40500,Strategy,Action,Indie,
40700,Point & Click,Adventure,Puzzle,
40720,Adventure,Point & Click,Indie,
40930,Indie,Puzzle,Platformer,
40950,Strategy,Medieval,Base-Building,
40970,Strategy,Medieval,RTS,
40980,Strategy,Simulation,Medieval,
40990,Action,Adventure,Classic,
41000,FPS,Action,Co-op,
41070,FPS,Action,Co-op,
41100,Action,Indie,Physics,
41300,Free to Play,Action,Indie,
41400,Action,Indie,
41500,RPG,Action RPG,Hack and Slash,
41600,Adventure,Action,Platformer,
41660,Action,Adventure,Indie,
41680,Indie,
41700,Open World,Atmospheric,Post-apocalyptic,
41740,Adventure,Action,Physics,
41800,Strategy,Simulation,Indie,
41900,RPG,Adventure,Comedy,
42000,Indie,Casual,
42120,Western,Action,Multiplayer,
42140,Adventure,Indie,Casual,
42170,RPG,Indie,Adventure,
