appid,positive_ratings,negative_ratings
589460,81,301
589470,20,41
589480,40,11
589510,119,131
589530,312,531
589590,2076,1381
589620,35,161
589640,31,101
589670,107,231
589680,12,1
589690,32,111
589730,25,161
589740,24,271
589760,159,501
589770,255,131
589780,2688,2211
589850,22,31
589860,53,21
589870,1921,2701
590250,6,91
590270,15,71
590280,186,131
590370,10,51
590380,5245,4261
590430,8,51
590440,4,11
590530,16,31
590560,5,91
590570,0,11
590580,7,151
590590,267,61
590600,1,21
590660,4,61
590690,414,551
590720,100,201
590770,5,21
590820,6,21
590840,8,1
590870,12,101
590910,181,841
590940,17,41
590950,31,11
590970,89,1321
591000,71,91
591010,28,61
591080,7,61
591090,1,1
591130,3,31
591140,1,1
591350,21,81
591360,62,131
591370,1355,2081
591380,294,561
591420,1786,2371
591460,576,171
591470,1,1
591560,70,151
591580,3,21
591610,1,1
591630,558,291
591640,3,1
591660,5,71
591680,99,51
591740,689,9841
591750,63,81
591790,82,621
591910,19,111
591920,2,31
591930,47,101
591940,3,1
591950,19,151
591960,1112,4761
591990,14,61
592020,19,11
592030,90,221
592040,7,11
592060,3,51
592100,13,11
592120,8,31
592130,11,31
592200,16,31
592240,15,31
592260,428,931
592270,66,21
592300,62,41
592320,17,91
592340,51,371
592360,0,11
592400,7,11
592410,20,101
592550,15,161
592560,3,11
592570,4,41
592620,8,31
592660,9,61
592720,5,31
592730,44,181
592750,25,31
592780,12,101
592890,157,701
592990,0,21
593030,73,121
593070,31,41
593090,17,11
593200,1242,881
593210,32,11
593240,42,131
593250,12,1
593260,5,31
593280,2398,1031
593290,80,691
593330,68,521
593340,33,111
593400,6,41
593410,18,41
593490,105,501
593530,61,561
593540,8,31
593560,16,101
593600,2507,15391
593620,108,561
593670,30,41
593680,35,11
593700,46,61
593730,4,41
593740,11,11
593850,40,111
593900,49,141
593950,4,61
593970,3,1
593980,2,41
594040,49,191
594050,33,41
594120,1,21
594130,57,11
594150,3,21
594160,8,231
594200,12,1
594300,48,121
594310,16,61
594320,33,31
594330,1124,1631
594350,41,41
594360,10,21
594370,42,241
594410,6,1
594490,183,361
594550,40,101
594570,19420,29941
594640,17,371
594650,20679,70741
594660,36,101
594680,256,381
594720,29,221
594750,44,91
594760,0,11
594810,13,1
594820,5,21
594950,56,11
594980,28,1
595010,13,51
595030,4,101
595060,20,71
595070,4,41
595080,20,21
595090,54,321
595100,31,131
595110,161,441
595120,99,361
595130,5,31
595140,1259,1241
595150,1,21
595160,1,111
595260,37,151
595270,9,1
595280,1567,2851
595300,13,31
595320,72,1161
595360,20,81
595420,91,501
595430,293,181
595440,401,741
595460,155,351
595470,0,21
595480,33,371
595520,1706,2771
595550,55,291
595560,30,11
595630,1,21
595640,20,71
595660,22,101
595690,875,2121
595730,68,81
595740,182,561
595770,120,451
595780,7,51
595920,19,151
595960,53,91
595990,4,11
596070,1,51
596080,20,31
596200,8,51
596240,63,421
596260,4,1
596270,0,11
596280,7,211
596380,78,121
596390,8,1
596400,1,1
596470,30,11
596530,10,11
596540,13,141
596590,81,51
596620,38,41
596630,33,41
596640,15,131
596650,499,2441
596690,25,141
596710,32,91
596730,0,11
596740,14,111
596810,15,61
596870,108,191
596890,19,21
596910,39,31
596940,99,1931
596950,40,201
596970,580,1421
596990,2,31
597020,4,11
597030,148,211
597040,5,41
597090,1,11
597110,20,301
597120,8,1
597150,464,581
597170,1882,1081
597190,7,21
597200,18,81
597210,28,251
597220,3039,741
597230,177,71
597240,15,151
597280,1,1
597590,33,31
597640,1,1
597670,4,11
597700,224,221
597720,13,91
597730,11,11
597770,63,191
597810,8,21
597840,162,751
597860,20,51
597900,24,11
597910,6,31
597920,9,191
597970,135,151
597990,3,21
598030,1,51
598060,163,151
598070,157,151
598090,4,61
598170,16,101
598180,23,201
598230,4,1
598240,15,111
598330,1369,3981
598340,11,41
598350,30,51
598440,189,741
598450,217,1101
598470,185,1881
598480,56,231
598490,99,81
598500,7,51
598530,81,271
598590,7,31
598600,7,91
598610,12,41
598620,4,21
598640,29,1
598680,25,321
598690,86,371
598700,2776,3071
598720,13,81
598810,202,621
598840,11,11
598880,43,21
598940,49,221
598960,1065,1521
598980,145,121
598990,16,81
599000,57,301
599010,28,621
599040,22,101
599060,18,191
599070,3,11
599080,461,581
599090,47,331
599100,49,251
599140,4802,15411
599160,34,21
599180,5,11
599390,1119,841
599420,2,1
599430,7,1
599460,868,2201
599480,59,351
599510,13,41
599560,52,211
599600,20,41
599630,13,51
599670,8,21
599750,651,1261
599800,4,1
599840,42,1
599880,17,141
599900,20,161
599960,161,611
599990,7,71
600000,5,11
600090,264,471
600100,3,21
600120,238,1101
600140,417,641
600150,21,51
600170,2,1
600180,0,11
600190,10,31
600210,24,181
600230,2,1
600250,26,71
600260,0,11
600280,42,211
600290,3,11
600310,21,71
600330,12,51
600350,3,21
600370,685,271
600410,21,81
600420,102,281
600430,6,61
600440,2,11
600450,47,331
600460,174,531
600480,559,551
600500,1,11
600530,11,11
600550,12,231
600580,3,41
600600,17,131
600630,84,531
600640,9,11
600650,17,1
600670,5,51
600690,2,11
600720,116,751
600740,9,61
600750,256,2401
600980,2,31
600990,252,171
601010,134,501
601020,9,141
601050,619,1051
601080,3,11
601110,2,11
601120,37,1
601130,7,11
601150,17657,14871
601170,34,181
601180,21,51
601200,5,11
601240,15,71
601250,11,21
601280,18,211
601320,4,1
601340,12,221
601380,41,711
601400,30,81
601430,8871,7901
601490,8,71
601500,13,81
601510,7969,25631
601520,3,1
601530,265,351
601540,247,1381
601550,3,41
601570,29,61
601590,8,91
601620,2,51
601640,36,301
601650,335,851
601700,10,1
601750,14,81
601760,0,11
601770,193,341
601790,26,51
601810,296,301
601870,11,81
601920,10,21
601930,23,51
601940,4,41
601990,7,81
602000,5,81
602010,27,31
602040,0,11
602070,46,11
602080,26,1
602090,35,221
602120,49,11
602130,5,31
602140,16,61
602150,0,11
602160,10,41
602170,42,161
602180,0,21
602200,12,81
602300,15,41
602320,475,511
602430,47,31
602480,45,41
602490,12,141
602510,28,171
602520,7678,2021
602540,2,51
602550,12,11
602590,24,101
602630,22,11
602770,198,291
602790,6,11
602830,25,221
602860,12,11
602880,5,21
602890,471,1911
602910,25,71
602930,29,241
602940,57,501
602970,1,1
603000,3,21
603010,16,31
603020,111,421
603030,58,241
603040,67,341
603060,17,41
603080,3,51
603090,9,41
603100,109,271
603120,28,311
603130,70,311
603140,163,221
603150,19,311
603190,197,521
603220,13,11
603230,16,11
603250,14,121
603260,536,591
603280,15,21
603330,57,51
603340,1,11
603350,134,301
603360,43,361
603370,91,401
603380,14,61
603400,50,191
603420,26,51
603450,3,1
603460,8,81
603490,1,41
603530,271,301
603550,2,101
603610,9,11
603630,21,61
603700,75,211
603750,51,871
603790,14,61
603800,98,321
603810,67,121
603840,11,41
603850,2712,6981
603860,21,111
603870,16,11
603880,422,421
603890,88,1071
603910,3,31
603930,67,161
603940,110,261
603960,522,71
604000,53,101
604010,28,41
604040,8,31
604060,6,21
604110,7,11
604140,29,131
604170,31,51
604240,529,691
604300,26,41
604330,393,101
604340,2,1
604450,3835,3621
604490,751,3351
604500,604,3781
604550,2,11
604630,6,21
604640,4,21
604740,100,391
604780,211,721
604830,33,131
604900,1,1
604920,9,1
604950,12,121
604980,17,21
605040,3,21
605100,14,151
605110,2,91
605160,3,21
605180,29,141
605190,13,11
605200,7,71
605210,12,51
605220,37,71
605230,161,261
605250,23,11
605310,31,161
605410,2,21
605450,462,421
605490,7,21
605500,429,1621
605510,33,191
605530,93,431
605610,530,591
605740,1108,4841
605760,35,411
605770,34,41
605790,2,1
605830,130,101
605850,35,51
605860,0,41
605910,46,771
605920,50,31
605990,172,71
606000,58,121
606010,2,21
606030,5,41
606050,17,141
606060,5,51
606150,3035,8331
606190,18,21
606230,265,601
606270,0,21
606280,3302,13681
606300,7,1
606330,139,391
606360,9,31
606370,72,501
606480,157,61
606490,32,101
606500,436,731
606510,140,121
606520,57,11
606670,6,1
606680,250,231
606690,52,111
606710,169,151
606720,5,1
606730,147,631
606790,7,1
606800,1826,5251
606850,1,11
606860,113,591
606870,32,61
606890,123,111
606920,42,11
606940,10,51
606950,19,161
606960,48,491
607020,7,41
607030,4,41
607040,15,61
607050,1040,2521
607120,20,91
607160,2,1
607190,0,21
607200,1189,5981
607210,11,91
607230,1,1
607260,1170,1501
607270,53,881
607330,16,1
607360,6,21
607400,105,101
607440,113,201
607460,183,121
607490,20,1
607590,6,11
607660,39,131
607670,4,21
607680,16,61
607720,5,11
607760,13,1
607770,8,11
607780,3,1
607820,28,41
607860,15,81
607880,543,1381
607890,2860,7071
608000,92,91
608110,242,91
608190,5,61
608370,54,171
608390,59,631
608440,6,1
608530,92,801
608540,9,51
608560,191,581
608580,14,111
608630,9,41
608660,65,61
608760,53,71
608800,625,2111
608830,22,291
608870,28,21
608990,208,2091
609010,11,31
609100,8,31
609150,503,2231
609170,25,141
609320,3359,2661
609400,0,11
609410,45,101
609490,823,911
609720,13,31
609760,21,31
609940,533,2061
609990,12,51
610080,2266,4631
610090,6,11
610110,1,1
610120,62,81
610130,113,331
610180,284,541
610190,308,821
610210,13,51
610250,22,1
610260,3,21
610310,124,211
610350,14,141
610360,1270,1021
610380,139,891
610390,69,81
610410,38,31
610460,1,21
610500,166,561
610550,1,1
610560,3,31
610570,27,141
610610,20,31
610660,18,101
610670,44,571
610680,57,271
610730,12,51
610740,16,41
610750,156,571
610780,17,491
610810,294,1641
610840,81,121
610860,34,201
610930,154,2251
610940,41,561
610960,619,931
610980,6,1
611020,830,4251
611040,146,731
611050,5,21
611060,48,81
611080,1,1
611090,12,41
611120,51,471
611140,14,151
611160,279,211
611180,61,661
611230,54,61
611260,60,341
611320,37,81
611350,131,601
611390,4,1
611500,15879,70981
611620,72,221
611630,22,31
611640,32,51
611660,2647,11621
611670,2352,4571
611690,2,41
611710,12,1
611720,20,31
611730,10,11
611750,89,721
611760,192,11
611770,44,81
611780,51,51
611790,3329,5931
611800,165,1281
611810,3,51
611830,59,101
611850,30,41
611860,22,51
611960,39,51
611970,1,21
611980,811,721
612010,2,21
612020,1000,1511
612030,5,31
612050,16,51
612070,921,2501
612100,101,71
612110,232,501
612120,9,81
612140,12,11
612150,3,21
612160,13,1
612170,86,161
612190,11,41
612220,1,51
612250,5,101
612300,102,201
612310,22,11
612370,165,101
612380,5,31
612390,182,621
612430,2,1
612440,6,21
612470,648,951
612510,35,151
612520,68,171
612540,41,231
612570,41,81
612590,30,51
612600,14,1
612610,33,641
612620,132,351
612720,242,681
612740,78,191
612790,36,181
612820,38,201
612840,9,11
612880,11732,44611
612890,12,11
612930,581,1011
613010,58,301
613020,10,21
613040,8,51
613100,7019,17611
613120,9,31
613130,29,11
613190,231,371
613200,10,11
613210,42,41
613240,33,1
613270,116,1111
613330,6,51
613370,2,11
613390,116,81
613400,3,21
613410,5,111
613420,21,1
613450,125,101
613470,123,151
613590,79,341
613610,8,1
613620,8,21
613670,151,361
613730,648,2191
613790,18,101
613830,1121,3761
613850,8,41
613860,16,71
613880,155,1621
613970,5,71
613980,4,61
614030,113,321
614050,7,111
614090,15,21
614100,43,451
614130,25,21
614140,14,161
614150,8,1
614160,2,11
614250,28,51
614260,27,141
614380,1,11
614460,13,151
614530,4,61
614550,11,11
614560,4,61
614570,2864,5411
614630,189,801
614650,1,1
614660,25,61
614700,11,31
614710,39,21
614770,8,71
614830,22,31
614850,2,21
614880,8,91
614890,37,91
614900,23,161
614910,386,511
614940,180,1341
614950,143,181
614960,41,81
614970,31,141
615010,97,131
615020,52,81
615070,1,11
615080,8,21
615090,49,111
615120,234,61
615150,28,21
615160,3,21
615180,62,201
615250,32,41
615270,18,21
615330,18,1
615340,37,431
615350,63,141
615390,0,41
615400,45,711
615460,6,31
615550,4,21
615590,4,31
615610,2100,451
615630,21,131
615650,13,21
615670,52,101
615680,4,31
615730,7,21
615770,9,31
615780,12,11
615910,61,131
615970,70,531
616000,91,61
616030,24,11
616040,8,11
616050,1,1
616110,1183,1211
616220,165,3721
616240,50,481
616250,771,231
616330,28,71
616360,120,1001
616520,48,21
616560,2813,13491
616620,75,201
616640,4,1
616650,0,31
616660,10,111
616690,13,31
616720,665,911
616740,240,251
616750,9,11
616860,0,21
616880,18,21
616890,16,1
617020,5,51
617030,94,601
617060,9,21
617160,984,1761
617170,28,311
617230,1,21
617270,9,1
617420,24,201
617430,9,1
617440,179,101
617480,747,1101
617590,20,141
617600,6,31
617610,62,51
617620,10,1
617630,16,91
617660,323,351
617670,537,331
617680,24,71
617690,29,1
617700,339,731
617710,47,361
617750,8,41
617820,46,41
617830,2007,2651
617970,10,41
618050,57,591
618070,24,11
618080,424,811
618120,99,261
618140,177,661
618170,28,91
618190,6,1
618200,11,81
618210,17,1
618260,2,11
618270,19,71
618310,64,141
618350,25,21
618360,31,51
618370,32,41
618430,6,41
618470,26,21
618490,14,121
618500,14,51
618510,266,201
618540,7,21
618550,52,21
618570,17,21
618590,17,31
618630,9,31
618640,16,51
618650,5,11
618670,5,31
618690,44,21
618710,24,41
618720,293,151
618740,279,241
618750,16,21
618760,3,31
618920,46,111
618950,134,61
618970,287,431
618990,6,11
619000,1,21
619010,8,51
619100,1,1
619140,4,101
619150,1140,1281
619210,54,91
619220,8,1
619230,18,61
619280,275,481
619290,494,941
619310,82,891
619330,11,71
619340,28,221
619350,14,41
619380,5,1
619400,70,1341
619430,64,411
619470,6,41
619480,2,11
619490,61,281
619500,112,121
619520,19,251
619550,20,51
619590,1,1
619600,23,111
619620,2,1
619670,17,51
619700,64,421
619740,23,121
619780,650,5971
619810,40,31
619870,53,51
619880,609,1891
619890,27,21
619910,865,3451
619930,9,1
620070,45,391
620080,27,21
620130,5,1
620140,2,21
620170,33,51
620190,260,721
620200,71,91
620210,125,91
620220,151,241
620240,283,551
620280,15,11
620310,10,11
620330,4,11
620340,20,1
620360,33,11
620530,172,281
620570,5,81
620580,7,51
620590,1962,6741
620630,5,21
620640,5,51
620650,57,41
620660,5,1
620670,12,21
620700,25,241
620710,24,31
620790,2,51
620800,8,11
620900,28,11
620940,25,11
620980,11083,7971
621010,18,11
621020,81,361
621050,12,181
621060,6563,7751
621070,372,891
621080,77,51
621090,1,1
621150,13,81
621170,7,1
621220,335,951
621290,1,41
621530,24,491
621780,7,41
621810,101,231
621830,950,4981
621850,15,21
621880,137,1991
621930,135,221
621940,48,111
621970,34,121
622010,35,211
622020,18,91
622040,166,871
622060,96,271
622080,8,161
622150,2,1
622170,217,1161
622200,6,1
622220,987,941
622230,8,1
622270,62,11
622300,2,21
622310,16,171
622320,8,71
622370,108,641
622380,25,61
622420,95,231
622440,38,491
622460,142,321
622470,60,591
622480,9,11
622510,1,1
622530,9,111
622540,8,141
622550,1,1
622610,8,41
622620,3,1
622650,9901,13981
622670,27,91
622700,10,81
622720,234,771
622770,163,591
622810,24,11
622820,8,71
622830,16,51
622870,118,111
622880,22,91
622890,20,11
622910,22,31
622920,32,341
622930,5,1
623040,6,11
623050,8,41
623070,39,171
623080,927,101
623090,100,261
623160,18,11
623170,20,11
623180,9,21
623310,122,961
623320,20,21
623360,2,41
623370,5,21
623380,24,41
623460,1,11
623470,2,1
623540,31,11
623550,36,311
623570,10,51
623580,36,311
623640,83,81
623670,13,51
623800,15,1
623810,63,211
623820,0,41
623840,358,1141
623860,8,51
623900,14,81
623920,26,91
623930,38,161
623940,2909,1711
624050,7,11
624060,2,11
624070,6,11
624080,12,1
624090,4399,24661
624120,75,541
624270,541,901
624320,31,31
624410,36,111
624430,10,81
624460,296,121
624550,11,181
624560,1,81
624610,3,21
624630,1,61
624680,14,81
624690,44,101
624710,19,11
624780,2,11
624870,37,221
624890,52,51
624900,1,1
624920,30,81
624970,257,541
624990,8,1
625000,13,1
625040,11,61
625080,5,21
625120,29,51
625160,3,31
625180,2,61
625220,2,1
625320,13,41
625370,38,281
625410,8,1
625430,341,1781
625460,8,11
625470,165,141
625560,10,11
625580,5,31
625630,3,1
625680,60,71
625690,5,11
625700,10,41
625730,36,51
625740,85,31
625770,18,21
625780,34,21
625800,5,11
625820,23,31
625830,23,11
625860,150,811
625900,3,11
625910,51,111
625940,27,61
625950,6,141
625980,207,71
625990,29,51
626010,134,771
626020,6,31
626130,6,21
626160,11,61
626170,7,11
626200,21,621
626250,27,31
626500,0,11
626510,119,281
626550,70,461
626570,5,1
626580,40,121
626600,64,151
626610,463,2051
626630,10,121
626640,22,1
626660,42,21
626680,564,1641
626690,5654,20821
626700,9,51
626730,3,41
626760,3,81
626840,1,1
627070,46,101
627270,3673,9381
627410,21,21
627420,5,21
627450,30,451
627460,8,81
627530,9,1
627570,7,11
627620,59,641
627670,33,21
627690,2884,6751
627820,44,191
627890,43,61
627910,74,611
627950,26,371
628020,5,51
628030,17,131
628040,26,151
628050,121,201
628060,112,291
628070,481,671
628080,29,181
628090,6,21
628100,4,11
628110,11,71
628120,9,81
628130,17,91
628140,24,191
628150,18,31
628160,6,21
628170,36,111
628180,4,1
628290,137,301
628340,31,321
628400,7,141
628440,111,921
628450,3,1
628460,40,31
628520,22,251
628530,17,61
628560,5,61
628570,12,51
628580,10,31
628650,0,71
628660,58,81
628700,136,871
628710,70,291
628720,18,41
628730,542,891
628750,316,631
628760,42,601
628770,488,661
628800,102,31
628820,7,41
628840,30,331
628850,31,161
628890,158,3051
628900,50,451
628920,86,151
628950,89,401
628960,5,1
629000,335,351
629030,25,811
629040,19,31
629080,5,1
629100,3,1
629110,11,1
629210,1,61
629220,405,1011
629240,3,1
629360,2,21
629380,11,141
629400,6,61
629410,16,11
629420,8,1
629430,34,11
629440,108,31
629540,57,81
629640,2,61
629650,238,101
629690,367,411
629720,11,71
629730,1325,2041
629770,223,331
629780,8,21
629810,5,31
629840,401,1241
629860,24,31
629910,826,3841
629960,180,591
629970,8,11
630020,26,81
630030,168,421
630050,19,71
630060,430,181
630070,13,31
630080,11,11
630100,5953,19041
630140,44,201
630160,17,41
630170,6,31
630260,7,1
630310,178,441
630360,7,81
630390,4,11
630400,12,11
630460,31,1
630470,6,41
630610,56,101
630640,14,1
630670,1,31
630690,3,21
630720,182,271
630830,17,1
630870,26,21
631010,81,661
631120,6,1
631220,3,41
631240,0,21
631250,1,21
631260,1,1
631270,1,11
631490,25,11
631510,1217,2111
631530,25,221
631540,67,811
631570,76,41
631660,72,271
631770,25,21
631830,34,171
631900,156,61
631910,3,41
631920,17,81
631950,0,11
631980,111,151
631990,19,71
632000,268,511
632020,52,171
632040,7,1
632050,8,101
632070,430,1011
632080,7,1
632100,18,91
632110,7,31
632170,22,81
632200,2,51
632240,1,1
632250,11,21
632290,15,61
632300,568,2801
632350,2953,4181
632360,17902,9751
632380,2,21
632510,51,121
632640,56,191
632710,28,21
632800,61,81
632820,9,11
632830,7,11
632840,14,81
632880,22,1
632900,29,51
633060,498,1431
633110,224,1121
633130,233,1491
633230,1937,15741
633300,3,11
633320,16,111
633350,11,111
633360,764,2151
633370,221,341
633430,3,1
633440,19,171
633460,3019,6071
633580,8,41
633600,15,11
633660,13,21
633880,41,491
633930,19,1
633940,13,81
633950,113,681
633970,2,121
634060,7,21
634070,62,471
634090,15,131
634120,54,331
634150,3,61
634160,456,241
634180,26,121
634200,25,61
634230,26,431
634340,61,21
634700,122,851
635000,30,151
635010,6,1
635040,5,21
635050,11,61
635060,38,251
635190,3,41
635200,900,2741
635220,19,61
635250,274,1061
635260,3048,3741
635270,1,11
635310,125,211
635320,1752,2571
635390,30,81
635410,46,121
635430,3,11
635520,2,11
635550,40,131
635590,6,21
635670,79,321
635730,4562,7021
635790,15,1
635830,3,31
635850,53,1
635880,86,451
635900,26,121
635930,3,1
635940,329,41
635980,6,1
636010,5,21
636020,2,11
636030,7,41
636040,1043,6741
636050,11,51
636070,9,21
636100,409,521
636150,322,701
636170,32,161
636220,18,1
636230,13,171
636310,7,41
636320,77,351
636330,17,101
636370,11,31
636390,43,41
636400,29,121
636430,2,21
636450,585,541
636460,24,81
636470,17,191
636480,9119,5691
636490,17,171
636520,47,201
636560,26,231
636570,170,491
636580,26,141
636590,4,31
636620,18,21
636690,84,531
636700,8,51
636720,20,81
636740,5,11
636910,8,1
636930,45,101
636950,14,21
636960,73,141
636970,155,301
637040,5,91
637060,43,181
637070,2,21
637090,8238,29531
637100,2156,10451
637120,16,21
637330,1,11
637410,53,261
637640,3,21
637650,13789,40461
637670,936,5181
637850,3357,2091
637860,89,561
637870,5,11
637920,0,31
637930,1,11
637940,2,1
637960,42,41
638000,202,211
638020,12,61
638060,4,11
638070,1344,8561
638110,433,601
638160,285,1061
638200,93,131
638240,0,31
638260,1,11
638470,6,1
638650,333,891
638680,49,221
638690,12,141
638720,12,51
638780,4,1
638830,4,21
638900,5,1
638920,17,181
638930,54,61
638970,9023,13431
639130,228,261
639170,1117,1211
639190,9,51
639220,33,81
639230,37,141
639240,6,21
639270,190,51
639280,7,21
639300,44,231
639320,6,21
639450,38,81
639460,43,141
639470,73,151
639490,91,11
639560,16,21
639720,60,161
639730,7,21
639770,23,21
639780,1449,671
639790,7222,2521
639840,13,101
639920,1,21
639960,2,11
640050,206,1911
640090,36,31
640120,78,1
640150,334,3131
640210,64,171
640250,3,1
640290,10,1
640300,29,31
640310,45,781
640340,34,41
640380,204,91
640430,56,261
640590,196,411
640600,0,31
640690,9,21
640760,25,41
640800,92,271
640820,6063,24261
640850,84,351
640880,31,31
640890,21,21
640970,80,251
640990,104,141
641050,2,1
641080,412,3461
641590,2,11
641780,315,1131
641860,23,31
641870,1,21
641910,21,231
641950,15,71
641960,443,581
641980,53,81
641990,5085,11671
642000,27,121
642070,10,131
642090,384,211
642170,25,51
642190,15,1
642390,233,1531
642520,58,381
642560,349,261
642570,0,11
642580,58,181
642600,13,1
642610,99,41
642650,42,21
642660,1,11
642680,0,21
642700,5,71
642730,25,11
642770,78,51
642830,30,101
642840,5,1
643200,48,141
643260,13,11
643270,4293,2191
643590,18,121
643600,43,1211
643610,36,91
643620,70,181
643700,32,101
643810,194,341
643820,90,471
643830,52,51
643870,306,261
643880,412,281
643900,42,51
643950,4,71
643960,99,221
643970,9,51
643980,143,651
644010,19,81
644080,67,131
644090,18,71
644100,235,951
644110,7,61
644120,7,41
644160,30,171
644200,154,321
644290,456,3351
644330,1,11
644370,24,21
644380,13,101
644390,201,331
644400,3,1
644420,28,71
644480,142,581
644530,9,71
644540,262,511
644550,230,251
644560,21474,7021
644570,6922,6481
644580,13,1
644610,18,81
644640,163,1391
644660,17,41
644670,74,281
644680,4,31
644710,55,41
644740,2,1
644760,9,111
644890,8,101
644930,11377,19211
645090,1512,1261
645150,3,41
645240,5,1
645260,405,1981
645280,6,21
645290,67,211
645330,7,91
645340,21,131
645360,7,91
645380,20,51
645410,8,31
645420,12,41
645440,2,101
645450,49,101
645460,34,161
645470,5,21
645480,196,1261
645500,18,11
645630,9390,27521
645650,6,51
645690,159,171
645710,97,751
645730,291,561
645750,23,1
645780,5,31
645790,291,1561
645820,81,31
645830,26,671
645860,7,51
645920,51,121
645930,11,181
645940,17,71
646010,16,61
646050,20,321
646100,71,1761
646150,1,11
646180,1,21
646200,663,1341
646210,26,11
646270,432,921
646280,16,31
646300,8,31
646310,57,211
646330,18,21
646350,1,31
646360,10,11
646370,19,1
646380,9,11
646430,12,171
646440,1,51
646460,11,1
646470,47,91
646500,309,491
646530,37,41
646570,26166,9981
646600,76,281
646680,6,11
646820,46,361
646890,2,51
646910,4030,39161
646960,21,191
647000,36,421
647050,10,71
647080,4,1
647090,2,1
647280,12,251
647410,69,331
647430,4,51
647500,19,71
647570,117,391
647590,63,191
647740,77,131
647820,28,311
647830,870,2681
647840,12,11
647890,1,11
647900,2,1
647910,2,1
647930,1,1
647950,2,1
647960,519,251
647980,8,111
647990,16,11
648020,6,41
648050,53,31
648060,11,41
648070,14,101
648100,188,61
648120,353,951
648190,9,1
648260,8,101
648340,5,111
648350,9824,40601
648380,0,11
648390,3763,2061
648430,738,5371
648440,44,251
648510,7,21
648530,1,21
648550,14,41
648570,13,41
648580,82,21
648600,12,141
648630,9,131
648640,7,11
648750,38,111
648780,36,121
648800,11577,31771
648810,20,81
648880,10,1
648890,43,61
649000,4,21
649040,1,1
649120,8,1
649150,11,251
649170,37,71
649190,256,2601
649300,1,61
649360,23,51
649450,37,121
649460,6,41
649510,4,91
649570,6,21
649580,207,771
649600,116,451
649620,40,11
649630,1,61
649640,123,441
649660,5,51
649670,19,141
649730,4,31
649740,2,61
649790,96,561
649810,49,151
649820,4,1
649870,46,371
649880,29,191
649890,105,61
649900,208,1351
649990,24,21
650000,849,6091
650010,4,21
650070,52,101
650110,130,911
650220,225,561
650310,0,21
650340,0,21
650350,80,631
650440,209,741
650490,52,711
650510,197,831
650570,68,21
650600,2,11
650670,288,1341
650680,31,141
650700,1779,1661
650720,0,11
650730,9,71
650750,46,81
650760,577,3351
650770,5,21
650810,8,161
650820,2,21
650860,28,161
650880,7,71
650940,141,251
650980,1,11
650990,0,11
651010,5,21
651050,15,61
651060,12,81
651080,2,11
651090,92,911
651120,12,21
651170,5,21
651320,3,11
651340,43,101
651360,11,1
651380,61,91
651470,88,261
651500,133,21
651520,7,61
651550,16,41
651560,5,61
651610,1,1
651640,10,11
651650,6,61
651660,304,891
651680,19,51
651690,3,11
651820,3,11
651970,3,21
651990,1,1
652000,6,21
652030,9,31
652040,5,31
652050,16,11
652060,0,11
652070,3,11
652090,3,11
652120,3,11
652130,6,11
652140,1,1
652150,146,71
652160,1,1
652180,2,11
652190,85,201
652200,3,1
652230,19,431
652270,7,11
652280,1,21
652330,25,41
652340,31,11
652360,18,31
652390,11,31
652410,48,51
652460,5,1
652470,1,41
652480,25,151
652510,7,1
652520,4,1
652530,9,11
652540,3,31
652550,26,1341
652560,3,21
652570,26,21
652600,27,51
652610,6,11
652660,28,281
652700,20,21
652750,12,81
652760,6,11
652800,14,11
652810,29,1
652830,6,51
652880,20,11
652890,7,11
652910,18,41
652950,91,31
652980,5783,9361
652990,6,1
653050,8,81
653080,5,11
653100,1,1
653190,16,21
653210,25,121
653220,187,431
653530,3960,1301
653760,14,81
653770,2,1
653780,8,21
653870,3,31
653920,2,1
653930,74,81
653940,59,131
653950,403,231
653960,2,1
653970,4,11
654000,4,1
654010,4,1
654020,16,21
654050,380,581
654070,5,41
654080,15,21
654090,34,81
654100,35,41
654110,1,11
654220,52,91
654240,4,11
654250,13,101
654260,395,671
654300,26,271
654350,30,221
654390,2,11
654430,42,11
654440,76,71
654470,63,311
654520,15,1
654550,63,61
654570,14,91
654580,10,1
654600,14,21
654610,34,111
654620,48,31
654630,2,1
654640,3,11
654650,6,81
654660,11,71
654670,11,1
654680,12,81
654690,196,531
654700,3,51
654710,33,141
654740,4,41
654750,14,31
654770,44,51
654800,2,11
654810,18,1
654820,2,41
654840,6,61
654850,220,1031
654880,3049,3731
654900,339,341
654910,18,1
654920,9,91
654940,1,31
654950,8,141
654980,9,171
654990,266,2691
655000,31,121
655010,266,191
655020,26,101
655030,6,11
655040,12,61
655080,102,171
655100,205,291
655120,13,171
655140,19,31
655150,0,41
655160,322,1451
655170,16,161
655180,4,31
655200,4,1
655220,3,31
655250,9,101
655270,23,71
655280,16,31
655290,139,891
655300,67,601
655310,53,331
655360,2,11
655370,31,11
655380,40,101
655420,11,21
655430,5,31
655440,1,31
655460,16,271
655470,15,141
655480,122,21
655490,6,1
655550,189,841
655580,4,11
655600,0,21
655610,8,181
655620,21,41
655630,9,41
655640,0,11
655660,10,21
655700,3,361
655710,3,91
655730,174,361
655760,15,71
655770,164,71
655780,132,381
655790,123,771
655910,46,21
655930,11,261
655940,3,21
655950,5,21
655980,2,81
656020,4,1
656030,46,211
656040,30,41
656060,11,51
656090,738,721
