appid,positive_ratings,negative_ratings
425210,587,1791
425220,1504,4961
425230,15,121
425240,84,241
425260,11,21
425300,60,211
425340,77,131
425400,3,1
425410,281,361
425450,17,71
425460,25,141
425580,7382,1761
425600,80,101
425650,112,71
425670,378,701
425720,230,431
425760,4,21
425770,136,51
425820,59,141
425860,5,41
425870,8,51
425900,20,31
425990,3,1
426000,3214,6451
426010,17,331
426040,29,181
426050,12,11
426170,28,121
426190,96,261
426210,24,231
426240,18,21
426290,52,141
426310,188,711
426330,130,161
426590,34,391
426630,231,941
426690,327,61
426790,941,1181
426930,80,141
427040,4,221
427050,8,41
427100,1534,13481
427190,1595,1901
427240,368,451
427250,1370,3351
427290,4580,17171
427470,189,761
427480,26,211
427490,302,581
427510,206,591
427520,47918,7231
427550,88,471
427570,89,791
427610,4,51
427640,20,51
427660,128,871
427680,108,111
427700,195,51
427730,9751,37471
427760,466,661
427770,44,31
427780,250,661
427810,249,741
427820,782,1521
427860,62,251
427880,370,1511
427890,19,61
427910,254,761
427930,38,271
427950,188,991
427970,6,71
427980,386,961
428020,5,21
428040,22,21
428060,22,31
428080,356,121
428100,84,61
428110,16,111
428130,3,1
428180,296,851
428190,102,1531
428200,155,681
428210,17,301
428220,272,551
428230,5,11
428240,2,1
428250,27,101
428260,21,241
428270,36,151
428280,33,71
428350,57,111
428370,546,1681
428410,25,31
428440,143,851
428460,41,71
428490,25,11
428510,44,181
428530,20,111
428540,62,161
428550,5904,3631
428590,10,121
428610,73,331
428630,163,1261
428660,298,651
428690,6483,25901
428740,7,121
428750,743,611
428760,23,181
428800,41,531
428830,123,141
428860,117,211
428870,113,291
428880,243,391
428900,730,1091
428920,11,51
428930,6,1
428940,3,71
428950,237,2401
428980,7,141
429020,26,491
429040,16,31
429050,1341,5501
429060,47,391
429180,598,4021
429200,24,161
429220,44,151
429270,7,11
429280,73,341
429300,713,851
429330,286,411
429350,35,51
429360,53,1
429390,40,221
429470,749,1131
429480,3,31
429490,103,601
429520,12,21
429530,63,231
429540,543,1101
429580,136,1051
429600,133,811
429610,208,431
429620,609,2521
429660,7427,5361
429680,905,3211
429690,39,31
429700,261,1381
429720,592,571
429780,429,1671
429790,2699,11151
429830,134,151
429940,554,481
429950,18,471
430020,177,1051
430070,164,381
430080,51,251
430100,8,31
430170,69,281
430190,19,31
430210,633,2311
430230,14,41
430240,8,51
430280,5,31
430290,32,21
430300,7,41
430410,78,241
430890,21,21
430930,30,81
430960,5341,2381
431030,0,11
431120,117,241
431180,959,1211
431200,41,41
431220,92,851
431230,98,241
431240,15946,17231
431250,275,661
431260,410,1061
431280,111,31
431290,26,111
431300,6,51
431330,11,151
431370,12,41
431390,20,71
431450,232,591
431460,45,151
431470,0,11
431500,175,1731
431540,1103,1251
431560,275,1201
431590,304,351
431600,955,1411
431610,6,21
431630,22,51
431640,53,651
431650,390,1581
431680,14,171
431700,112,81
431710,310,521
431740,30,211
431750,76,261
431770,71,41
431810,132,581
431830,27,71
431840,84,611
431850,53,111
431860,26,81
431870,54,241
431910,171,431
431930,228,171
431960,63623,19471
431990,126,1451
432010,431,971
432020,2207,4221
432100,472,1171
432130,24,41
432170,36,281
432180,27,61
432190,87,121
432230,25,51
432240,53,281
432250,66,331
432260,54,171
432270,1,41
432280,42,121
432290,75,581
432310,24,211
432330,44,191
432350,1073,191
432370,49,61
432380,18,21
432390,2,1
432410,8,71
432420,9,91
432470,102,1371
432480,19,21
432490,14,61
432500,50,551
432540,3,41
432620,10,21
432640,18,231
432720,53,191
432770,32,131
432780,13,101
432790,5,11
432870,39,111
432890,9,41
432940,67,101
432950,58,281
432980,149,91
432990,42,41
433000,366,191
433100,717,1721
433110,16,111
433120,3,61
433130,4,51
433170,433,1011
433190,57,331
433210,33,581
433280,250,681
433340,24205,9651
433350,1258,11821
433360,6,61
433380,48,241
433400,51,71
433450,43,231
433480,11,1
433490,25,41
433530,1379,3481
433570,7,31
433580,13,31
433590,32,81
433600,162,321
433630,31,111
433650,16,171
433660,10,21
433670,63,1161
433700,40,51
433750,60,411
433790,23,211
433830,4,21
433840,38,181
433850,111434,916641
433890,33,41
433900,42,331
433910,1149,2411
433920,116,51
433950,5221,1451
434000,356,401
434020,242,471
434030,787,2801
434050,806,1771
434070,27,61
434090,18,281
434130,35,31
434140,1,11
434150,15,351
434160,47,101
434170,831,441
434210,559,531
434220,35,61
434230,17,31
434240,14,31
434250,1041,4511
434260,1809,3971
434270,5,31
434290,77,341
434300,7,151
434310,23,81
434360,48,321
434370,115,51
434380,184,2991
434390,12,31
434410,208,91
434430,155,181
434460,1423,3481
434480,41,351
434490,28,1
434500,38,281
434510,216,511
434520,232,831
434530,25,31
434540,2,41
434570,16822,9951
434600,31,111
434650,11930,13921
434660,62,21
434680,105,651
434700,13,31
434730,2174,5601
434740,92,191
434750,33,21
434780,32,191
434790,11,41
434800,18,91
434820,51,131
434860,13,31
434870,5,51
434880,83,381
434890,29,221
434920,24,81
434960,4,61
434970,2,11
434980,48,131
435000,26,71
435010,18,231
435020,54,231
435030,3769,3091
435040,41,121
435050,2,41
435070,7,101
435080,1,21
435100,155,471
435120,1311,861
435140,32,81
435150,44145,24641
435230,5,161
435250,66,61
435260,23,41
435300,371,331
435360,51,61
435400,4514,1611
435420,26,151
435440,180,1661
435460,58,71
435480,96,501
435490,206,141
435530,3383,6491
435600,19,101
435780,9,71
435790,135,171
435800,53,51
435840,32,41
435970,55,1
436000,69,231
436060,13,61
436070,22,31
436110,807,2091
436140,31,121
436150,2163,8661
436160,164,1421
436180,1170,12091
436220,136,81
436230,138,381
436240,14,61
436260,123,1001
436270,20,121
436280,49,211
436290,210,771
436320,1594,2891
436340,23,31
436360,18,21
436390,288,271
436400,35,91
436470,68,51
436480,25,151
436490,161,351
436500,335,981
436510,6,11
436520,4562,33971
436530,211,611
436560,485,3061
436670,439,261
436690,30,111
436820,1133,241
436850,3,31
436860,29,231
436870,22,111
436940,49,71
436950,4,11
437000,90,361
437020,61,11
437030,14,81
437060,20,21
437080,53,161
437090,39,51
437100,66,51
437160,1579,1091
437170,7,21
437180,18,71
437210,5,41
437250,209,341
437340,6,1
437380,7,51
437390,110,341
437400,8,271
437420,165,201
437520,67,11
437530,136,341
437570,729,1221
437610,156,131
437630,232,421
437690,33,51
437710,9,21
437720,67,281
437730,32,51
437740,19,231
437870,83,771
437880,12,61
437890,137,501
437900,575,581
437920,3449,3781
438000,48,61
438020,85,2061
438030,201,2461
438040,6591,9881
438080,442,1031
438090,5,31
438100,25818,33231
438130,250,151
438140,492,1281
438160,5,1
438180,433,1601
438220,11,31
438240,14,1
438260,14,31
438270,1189,881
438300,13,101
438320,154,31
438340,83,471
438350,27,31
438360,11,41
438420,272,1131
438430,214,611
438440,20,1
438450,30,21
438460,29,21
438480,673,1371
438490,2576,7381
438560,7,31
438600,145,781
438640,1828,4221
438650,9,91
438660,11,41
438680,936,1691
438720,26,281
438730,15,181
438740,19663,83041
438770,0,21
438780,5,31
438790,38,1251
438820,36,81
438910,2,81
438920,202,481
438940,12,21
439190,4138,6091
439250,218,371
439260,45,131
439310,84,231
439340,347,1381
439370,423,3531
439420,15,11
439440,68,221
439460,44,951
439490,233,21
439530,8,61
439550,40,461
439720,63,301
439730,14,11
439740,11,21
439750,25,61
439770,40,111
439800,46,91
439880,21,51
439910,248,621
439920,197,541
439930,58,351
439940,795,711
439950,28,471
439960,10,31
440120,19,61
440280,37,81
440340,80,331
440380,6,81
440410,12,41
440420,343,361
440450,31,151
440470,6,151
440540,541,261
440550,176,201
440630,662,951
440650,1992,3071
440660,9,21
440690,49,181
440720,8,81
440730,466,3411
440740,169,1411
440750,18,91
440760,936,1651
440770,7,91
440790,8,81
440800,25,41
440810,36,451
440870,11,41
440880,728,371
440900,22001,95941
440950,33,181
441010,168,231
441050,418,191
441060,20,51
441230,27,31
441250,35,261
441280,181,111
441350,52,221
441380,196,1441
441510,37,41
441550,355,671
441640,6,131
441670,145,381
441680,106,491
441790,806,9781
441830,848,3101
441850,0,11
441870,1932,8141
442000,13,281
442070,289,371
442080,5306,27411
442120,768,2021
442140,11,51
442190,10,161
442210,336,221
442220,43,381
442260,34,101
442290,81,671
442500,436,1171
442660,46,291
442760,1,31
442770,14,51
442780,1235,4871
442810,256,2121
442860,2,1
442890,39,341
443020,62,171
443070,1,51
443110,495,3321
443250,33,51
443260,38,231
443330,69,231
443360,133,171
443370,58,241
443380,50,61
443420,160,281
443450,53,141
443460,48,81
443530,21,581
443570,33,391
443580,1513,5461
443650,47,71
443680,19,101
443700,16,41
443800,34,171
443810,5315,10961
443830,11,91
443850,17,251
443860,152,211
443880,110,481
443890,46,71
443940,186,4291
443970,115,471
443980,31,151
444000,106,181
444020,3,31
444090,169580,324071
444130,63,141
444140,390,371
444160,93,661
444170,42,21
444180,76,371
444190,22,41
444200,14069,59881
444210,5,171
444220,398,1901
444250,450,2681
444260,235,1251
444270,43,91
444280,98,191
444290,54,1501
444320,20,231
444330,2,1
444350,35,1081
444410,27,331
444420,24,561
444430,27,71
444440,40,261
444480,278,1191
444490,276,1071
444520,86,231
444530,39,51
444550,24,61
444580,80,661
444590,247,431
444620,28,431
444640,6486,12271
444650,33,331
444670,84,141
444690,65,371
444710,16,21
444720,206,1001
444770,311,221
444790,105,2111
444800,197,271
444830,16,71
444870,8,21
444880,162,921
444930,315,911
444940,205,211
444950,1,31
444970,116,521
444990,1,31
445000,18,21
445020,139,561
445040,39,31
445050,4,1
445070,17,61
445110,215,251
445130,686,1641
445140,40,141
445170,28,91
445190,1608,3211
445210,12,31
445220,3190,3981
445230,735,1641
445310,159,1511
445350,7,91
445420,41,91
445430,17,21
445550,9,21
445600,52,171
445670,4,61
445720,366,3881
445750,95,121
445770,171,351
445800,45,41
445840,15,271
445860,39,101
445870,45,201
445950,10,11
445980,3990,5351
446000,104,261
446010,6,51
446020,3723,11721
446030,72,111
446040,113,261
446050,5,21
446070,20,31
446100,85,261
446110,1,1
446120,208,421
446150,1637,9401
446240,21,141
446250,35,181
446310,78,51
446330,59,31
446380,316,591
446390,384,1191
446430,0,61
446440,0,101
446450,6,231
446460,11,91
446470,15,441
446480,7,421
446490,6,391
446540,102,751
446550,47,141
446560,1182,2461
446570,0,11
446590,61,361
446600,63,161
446610,28,171
446620,481,501
446640,234,261
446760,32,31
446770,106,281
446780,70,981
446790,557,2701
446800,4418,12661
446810,112,191
446840,567,371
446850,56,101
446870,7,141
446910,69,61
446990,184,641
447000,19,21
447020,11211,10251
447040,20905,53661
447100,8,131
447120,279,501
447150,259,211
447170,130,361
447180,61,301
447190,112,171
447200,102,131
447210,57,21
447240,110,51
447270,194,701
447290,477,1321
447310,61,201
447530,12348,2941
447540,0,21
447570,278,481
447690,26,61
447780,232,421
447800,94,181
447820,14349,31691
447850,340,3411
447860,38,211
447890,517,951
447920,13,111
447930,4,1
447940,106,2801
447950,84,71
447960,31,151
447970,79,191
447980,11,1
447990,12,61
448000,151,1221
448010,29,31
448020,155,471
448050,36,41
448060,9,171
448070,354,2581
448080,83,61
448110,23,121
448140,0,41
448150,29,181
448160,45,61
448170,37,91
448230,11,141
448240,196,1341
448250,133,621
448260,114,871
448280,1219,1891
448290,280,541
448300,3,11
448310,137,481
448320,288,571
448350,112,781
448370,1003,631
448380,29,31
448390,15,101
448400,82,171
448440,218,1571
448450,4,1
448470,154,1241
448480,27,191
448500,27,31
448510,6653,6501
448520,35,11
448530,40,61
448540,43,241
448550,16,11
448560,104,351
448570,87,321
448580,134,171
448610,87,371
448620,58,371
448630,41,691
448650,22,61
448660,433,2531
448670,20,161
448690,32,201
448710,20,11
448720,26,61
448730,8,41
448750,18,61
448780,1045,3181
448790,27,161
448800,46,21
448810,8,11
448820,15,71
448830,75,231
448850,914,391
448910,69,161
448930,77,241
448940,60,781
448960,24,61
448980,61,341
449000,126,421
449020,388,591
449040,1043,2011
449050,227,2211
449060,113,251
449070,2,71
449090,54,181
449100,15,51
449120,10,51
449130,33,81
449140,1899,2761
449150,9,11
449160,6,11
449170,51,21
449180,27,11
449200,172,1241
449210,311,641
449220,639,3861
449240,18,1
449250,183,131
449300,225,1431
449320,12,61
449330,7,31
449340,26,101
449350,10,61
449420,6,11
449440,155,441
449450,40,31
449460,39,221
449470,161,731
449500,2,51
449510,83,211
449520,24,131
449530,404,1021
449540,3256,4591
449550,97,41
449560,7,11
449640,45,161
449690,47,131
449700,10,21
449710,261,941
449730,147,161
449760,121,261
449770,6,1
449780,19,621
449800,2501,4791
449820,47,351
449940,17,461
449960,5312,3891
450020,11,121
450030,27,171
450040,16,131
450050,28,181
450060,24,221
450110,74,331
450120,44,101
450140,57,11
450150,1,1
450170,106,151
450190,159,441
450220,600,341
450250,17,111
450290,22,181
450390,2926,1451
450440,93,121
450500,248,241
450540,3054,991
450570,5,121
450590,12,201
450600,5,91
450630,11,41
450650,20,11
450670,349,1151
450700,140,421
450740,19,131
450850,38,421
450860,201,1401
450950,108,131
451000,96,161
451010,125,141
451020,2987,3751
451060,7,41
451080,21,51
451100,31,11
451130,86,751
451140,12,61
451200,16,51
451210,2,41
451230,35,381
451340,3176,17871
451350,13,61
451360,22,51
451400,63,241
451520,837,1461
451540,6,1
451570,144,191
451600,150,181
451630,23,31
451640,32,51
451650,244,641
451660,24,271
451670,37,261
451700,4,41
451760,1207,671
451780,237,791
451800,6,51
451830,87,211
451840,517,921
451870,10,61
451880,360,1371
451900,19,91
451920,167,321
451930,7,11
451950,2,81
451960,50,441
451980,186,141
451990,84,361
452000,9,231
452060,1389,1921
452120,49,91
452180,2,1
452230,204,1121
452240,8,1
452320,28,151
452340,46,221
452410,39,11
452420,190,311
452440,545,131
452450,63,371
452490,469,701
452510,652,451
452540,270,411
452570,1025,341
452650,22,251
452710,168,501
452860,192,171
452920,32,41
452930,6,111
452970,71,341
453000,364,211
453030,11,51
453090,1827,1731
453100,197,411
453130,25,21
453220,10,21
453270,267,1041
453290,175,441
453300,94,231
453310,260,531
453320,10,1
453340,697,441
453350,20,81
453390,21,11
453470,4,21
453480,5583,20081
453500,26,101
453510,26,31
453650,17,31
453660,13,71
453670,53,651
453680,36,161
453690,193,401
453700,8,11
453710,87,211
453720,98,371
453730,16,111
453740,24,21
453750,225,741
453770,29,131
453780,25,11
453790,113,231
453810,17,121
453820,72,1881
453830,12,11
453850,184,901
453870,19,51
453880,3,11
453890,556,1231
453910,17,11
453950,17,21
453960,134,601
453980,185,1541
453990,44,11
454030,26,161
454040,59,861
454060,760,1771
454070,165,1161
454080,17,161
454100,375,1081
454130,21,51
454140,142,101
454150,433,3451
454160,124,71
454170,13,1
454180,134,691
454190,114,111
454200,111,1261
454220,66,191
454230,8,231
454250,242,361
454260,4,41
454320,108,81
454330,14,31
454350,566,7301
454380,112,1
454390,4,1
454410,388,691
454420,17,41
454430,3,81
454460,31,131
454480,8,21
454520,24,101
454530,81,81
454540,407,3381
454570,33,201
454580,22,541
454600,302,2391
454610,35,161
454630,13,11
454650,9531,24951
454670,25,231
454690,101,731
454700,8,121
454720,12,21
454730,3,51
454750,6,31
454770,19,41
454780,4,11
454870,28,141
454890,361,661
454900,69,61
454910,406,1821
454930,251,5021
454950,170,411
454970,28,41
455000,39,241
455020,105,1141
455080,4,11
455100,11,21
455110,24,91
455120,252,1851
455190,7,31
455200,17,111
455230,10,31
455290,3,1
455310,26,31
455340,24,151
455400,811,811
455440,244,861
455480,0,11
455490,40,271
455590,19,61
455640,15,81
455690,50,51
455700,19,211
455710,56,981
455770,10,21
455820,492,761
455830,15,51
455910,470,1951
455940,49,401
455960,23,101
455970,22,201
455980,914,1821
455990,3,21
456090,4,111
456130,21,21
456160,4,31
456170,72,271
456180,50,181
456420,1,61
456430,218,241
456440,27,151
456450,19,221
456540,71,371
456660,21,301
456670,2446,3781
456690,24,31
456740,15,11
456750,1216,381
456760,25,31
456780,64,321
456810,134,501
456830,17,31
456920,13,171
456980,11,41
457010,302,981
457130,31,51
457140,16797,12051
457210,1017,511
457230,30,31
457320,394,361
457330,2012,19321
457340,38,81
457370,25,41
457380,61,221
457420,157,471
457440,491,1831
457450,27,81
457480,204,321
457490,171,241
457520,77,361
457530,105,241
457550,975,1271
457570,175,191
457580,149,441
457590,153,1251
457650,2,21
457660,10,41
457670,35,281
457680,547,871
457690,8,331
457730,342,1121
457760,413,1901
457770,20,31
457810,57,161
457820,78,441
457860,478,801
457870,3,11
457890,137,381
457960,607,601
457980,15,31
458000,365,1191
458030,19,141
458040,18,41
458060,23,241
458110,6,11
458170,34,31
458190,4,51
458200,4,1
458230,2,11
458290,11,61
458330,49,71
458370,20,61
458380,51,31
458410,34,191
458420,34,121
458450,16,321
458470,348,261
458480,162,211
458490,11,71
458500,3,11
458510,19,181
458520,86,1381
458540,58,71
458560,49,1021
458580,69,121
458590,155,891
458600,62,381
458630,84,301
458660,40,51
458680,65,201
458700,18,141
458710,2504,1091
458730,389,671
458750,22,51
458760,199,71
458770,323,2381
458820,0,31
458830,114,801
458890,31,331
458920,101,931
458940,58,991
458970,39,231
458990,15,131
459010,296,431
459020,30,231
459040,7,31
459080,51,301
459090,245,191
459100,95,491
459130,35,171
459150,20,21
459160,196,1011
459170,25,181
459220,2471,3741
459260,17,141
459310,70,411
459350,52,101
459410,6,31
459440,32,551
459470,35,361
459520,15,11
459540,35,151
459580,12,1
459610,20,21
459630,4,61
459640,10,61
459680,49,121
459760,14,61
459780,4,1
459820,7239,9821
459830,41,51
459870,5,21
459880,8,71
459910,101,1231
459940,204,771
460060,602,651
460120,2357,1031
460140,20,1
460150,52,191
460160,223,211
460190,37,101
460220,69,91
460230,66,161
460340,333,391
460430,489,391
460510,49,591
460540,39,31
460560,22,51
460580,10,101
460630,80,41
460640,74,511
460650,32,91
460700,507,1081
460750,59,111
460780,75,51
460790,8866,8431
460810,2360,3271
460850,443,151
460910,96,231
460920,7802,26031
460930,26547,99441
460940,29,181
460950,1848,441
