appid,genres,steamspy_tags,categories
327890,Action;Adventure;Indie;Simulation,Simulation;Funny;Comedy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
327910,Action;Adventure;Strategy,Strategy;Action;Adventure,Single-player
327920,Single-player,Adventure,0
327930,Adventure;RPG,RPG;Adventure;Classic,Single-player
327940,Adventure,Adventure;Point & Click;Classic,Single-player
327950,Single-player,Adventure;Simulation,0
327960,Adventure;Indie;RPG;Early Access,Early Access;Indie;RPG,Single-player;Multi-player;Co-op
327980,RPG,RPG;Retro;JRPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
328000,RPG,RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
328070,Action;Indie,Arena Shooter;Action;Indie,Multi-player;Online Multi-Player;Steam Workshop;In-App Purchases;Stats;Steam Leaderboards;Includes level editor
328080,Indie;Simulation;Strategy;Early Access,Early Access;City Builder;Strategy,Single-player;Steam Trading Cards;Includes level editor
328100,Adventure;Indie;RPG,Adventure;Indie;RPG,Single-player
328220,Indie;RPG;Simulation,Simulation;RPG;Indie,Single-player;Full controller support
328270,Adventure;Indie,Visual Novel;Adventure;Story Rich,Single-player;Steam Achievements;Steam Trading Cards
328310,Simulation,Simulation,Single-player
328430,Single-player,Adventure,0
328440,Single-player,Strategy,0
328450,Single-player,Strategy,0
328460,Single-player,Action;Racing,0
328470,Single-player,Action,0
328500,Indie,Indie;Platformer;Pixel Graphics,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
328510,Action;Indie;Early Access,Early Access;Action;Indie,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud;Stats
328550,Indie;RPG,Indie;RPG;Text-Based,Single-player;Steam Achievements;Captions available;Steam Cloud
328590,Action;Adventure;Indie,Adventure;Horror;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
328600,Strategy,Strategy;Turn-Based;Turn-Based Strategy,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
328640,Action;Adventure;Indie,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
328650,Action;Indie,Action;Indie,Single-player;Shared/Split Screen;Full controller support
328670,Action;Sports,Action;Sports;Hunting,Single-player;Multi-player
328680,Casual;Indie,Indie;Casual,Single-player;Steam Trading Cards;Steam Leaderboards
328710,Action;Adventure;Indie;Early Access,Early Access;Indie;Adventure,Single-player;Steam Achievements
328740,Action;Adventure;Indie;RPG;Early Access,Early Access;Indie;Adventure,Single-player;Steam Achievements;Full controller support;Steam Leaderboards
328760,Action;Adventure;Casual;Indie;RPG;Strategy,RPG;Indie;Retro,Single-player;Steam Trading Cards;Captions available;Steam Cloud
328780,Indie,Indie;Vampire;Puzzle,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
328830,Action;Casual;Simulation;Sports;Strategy,Strategy;Action;Casual,Single-player;Includes level editor
328880,Adventure;Casual,Casual;Adventure;Hidden Object,Single-player
328890,Casual;Strategy,Strategy;Casual;Chess,Single-player;Multi-player
328900,Simulation,Simulation;Flight;World War II,Single-player
328920,Single-player,Simulation,0
328930,Single-player,Simulation,0
328940,Indie,Indie;Platformer;Pixel Graphics,Single-player;Co-op;Steam Achievements;Partial Controller Support
328990,Indie,Indie,Single-player
329000,Adventure;Indie;RPG;Simulation,RPG;Indie;Adventure,Single-player;Partial Controller Support
329020,Free to Play;Indie;RPG,Free to Play;RPG;Indie,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements
329040,Action;Adventure;Indie;RPG;Early Access,Early Access;RPG;Dungeon Crawler,Single-player;Stats
329050,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,windows
329070,Action;Indie;Simulation;Strategy;Early Access,Early Access;Multiplayer;Strategy,Online Multi-Player;Full controller support
329110,Action;Adventure;Casual;Free to Play;RPG;Strategy,Free to Play;Match 3;RPG,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud
329130,Action;Indie;Strategy,Building;Space;Sandbox,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor
329190,Action;Indie;Simulation;Sports;Early Access,Early Access;Indie;Action,Single-player;VR Support;Partial Controller Support
329200,Adventure;Indie,Adventure;Indie;Horror,Single-player;Full controller support
329240,Action;Indie;RPG,RPG;Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
329280,Indie;Strategy;Early Access,Early Access;Strategy;Indie,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards
329310,Action;Adventure;Indie;Early Access,Early Access;Adventure;Indie,Single-player
329320,Action;Casual;Indie,Action;Casual;Indie,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support
329340,Action;Indie,Action;Indie;Shoot 'Em Up,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards
329380,Action;Adventure;Indie,Indie;Action;Adventure,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards;Includes level editor
329430,Action;RPG;Simulation,Zombies;Survival;Open World,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
329440,Adventure,Adventure;Platformer;3D Platformer,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards
329460,Action;Adventure;Indie;Racing,Indie;Platformer;Action,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards
329480,Action;Adventure;Indie,Indie;Adventure;Action,Single-player
329490,Action,Anime;Beat 'em up;Action,Single-player;Online Multi-Player;Local Multi-Player;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
329610,Simulation;Sports,Sports;Baseball;Simulation,Single-player;Multi-player;Partial Controller Support
329620,Single-player,Strategy,0
329630,Strategy,Strategy;Retro;1990's,Single-player
329640,Single-player,Action,0
329650,Action,Action;FPS;Classic,Single-player
329660,Single-player,Simulation,0
329670,Single-player,Simulation,0
329680,Single-player,Simulation,0
329690,Adventure;Indie;Sports,Indie;Sports;Adventure,Single-player;Steam Achievements;Steam Trading Cards
329770,Action;Indie;RPG,Action;RPG;Indie,Single-player;Steam Trading Cards;VR Support;Partial Controller Support;Includes level editor
329830,Adventure,Walking Simulator;Adventure;Psychological Horror,Single-player;Steam Trading Cards
329860,Action;Casual;Indie;Simulation,Simulation;Cats;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
329890,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Early Access,Early Access;Design & Illustration;Animation & Modeling,Single-player
329970,RPG;Strategy;Early Access,Early Access;Strategy;Base-Building,Single-player;Steam Cloud
329980,Adventure;Indie,Adventure;Indie;Point & Click,Single-player
330100,Action;Indie;RPG;Simulation,Action;Indie;RPG,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards
330180,Action;Indie,Indie;Action;Cats,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
330270,Action;Indie;RPG,Indie;Action;RPG,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support
330350,Action;Adventure;Casual;Indie,Action;Casual;Indie,Single-player;Steam Trading Cards;Partial Controller Support
330370,Action;Casual;Simulation,Simulation;Casual;Action,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards
330390,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,windows
330420,Adventure,Adventure;Point & Click;2D,Single-player
330450,Action;Casual;Indie,Action;Casual;Indie,Single-player;Multi-player;Steam Achievements;Steam Trading Cards
330460,Action;Adventure;Indie;RPG;Simulation;Strategy;Early Access,Early Access;Simulation;Space,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Cloud
330470,Indie,Indie;Psychedelic;Abstract,Single-player;Steam Trading Cards
330500,Casual,Casual;Puzzle;Atmospheric,Single-player;Full controller support
330520,Indie;Racing;Sports;Early Access,Early Access;Sports;Indie,Single-player;Partial Controller Support
330570,Action;Indie;Early Access,Early Access;Indie;Action,Single-player;Multi-player;Cross-Platform Multiplayer;Partial Controller Support
330580,Action;Indie;Early Access,Early Access;Multiplayer;Survival,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards
330590,Action;Simulation;Strategy,Strategy;Action;Simulation,Single-player
330620,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats,windows
330660,Action;Indie;Simulation,Simulation;Action;Indie,Single-player;Steam Achievements;Steam Trading Cards;Includes level editor
330670,Action;Indie,Action;Indie;Local Multiplayer,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats
330680,Action;Indie,Action;Indie;Arcade,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
330720,Strategy,Strategy;Wargame;Cold War,Single-player;Multi-player
330770,Action;Indie;Racing,Racing;VR;Sci-fi,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;VR Support;Steam Cloud;Stats;Steam Leaderboards
330820,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,windows;mac;linux
330830,Adventure,Comedy;Adventure;Story Rich,Single-player;Steam Achievements;Full controller support
330880,0,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;Partial Controller Support,windows
330990,Adventure;Casual,Casual;Hidden Object;Adventure,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
331120,Action;Adventure;Indie,Horror;Free to Play;Adventure,Single-player;VR Support
331160,Adventure;Racing,Racing;Adventure;Open World,Single-player;Shared/Split Screen;Partial Controller Support;Steam Cloud
331190,Action;Indie,Indie;Platformer;Stealth,Single-player;Full controller support;Steam Trading Cards;Captions available
331200,Adventure;Casual;Indie;Simulation,Indie;Memes;Casual,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Trading Cards
331210,Single-player;Steam Achievements;Full controller support;Captions available;Commentary available,Adventure;Casual;Indie,0
331220,Action;Indie,Action;Indie;Local Multiplayer,Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats
331290,Action;Indie,Action;Indie;Anime,Single-player;Full controller support
331340,Adventure;Indie,Indie;Surreal;Puzzle,Single-player;Steam Achievements;Steam Trading Cards
331360,Action;Free to Play;Indie;Massively Multiplayer;Racing;Sports;Strategy,Free to Play;Racing;Action,Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Trading Cards;Captions available;In-App Purchases
331390,Indie;RPG;Strategy,Anime;Strategy;RPG,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards
331400,Action;Adventure;Casual;Indie;RPG,RPG;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
331440,Action;Adventure;Indie;RPG,RPG;Pixel Graphics;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
331450,Action;Adventure,Adventure;Action;Story Rich,Single-player;Steam Cloud
331460,Adventure;Casual;Indie,Casual;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
331470,Adventure;Casual;Free to Play;Indie,Visual Novel;Free to Play;Story Rich,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud
331480,Adventure;Casual;Indie,Indie;Adventure;Casual,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud
331500,Action;Strategy,Strategy;RTS;Action,Single-player;Multi-player;Co-op
331510,Adventure;Indie,Indie;Puzzle;Adventure,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
331570,Action;Adventure;Casual;Indie,Indie;Adventure;Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards
331580,Free to Play;Indie,Indie;Free to Play;Exploration,Single-player;Steam Trading Cards;Partial Controller Support
331600,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Action,0
331650,Action;Indie;Racing,Racing;Action;Indie,Single-player;Multi-player
331670,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Partial Controller Support;Steam Cloud,windows;mac;linux
331690,Action;Adventure;Indie,Adventure;Indie;Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
331720,Action;Indie;Strategy,Strategy;Action;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor
331750,Adventure,Adventure;Robots;Puzzle,Single-player;Shared/Split Screen;Full controller support
331760,Adventure;Indie,Adventure;Indie;Point & Click,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud
331790,Adventure;Indie;RPG,Indie;RPG;Adventure,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
331870,Adventure;Indie,Adventure;Indie;Exploration,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
331880,Casual;Simulation,Simulation;Casual;Singleplayer,Single-player
331910,Simulation,Simulation;Management,Single-player;Steam Achievements
331920,Simulation,Simulation;Management;Retro,Single-player
331970,Action;Adventure;Strategy,Strategy;Adventure;Action,Single-player;Multi-player;Steam Cloud
331980,Adventure;Casual;Indie,Indie;Adventure;Casual,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
332070,0,MMO;Steam Achievements;In-App Purchases,windows;mac
332150,Action;Indie;Early Access,Early Access;Action;Indie,Single-player
332200,Action;Adventure;Indie,Metroidvania;Pixel Graphics;Platformer,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
332250,Action;Indie;Racing,Racing;Action;Indie,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support
332260,Racing,Racing;Open World;Adventure,Single-player;Shared/Split Screen;Partial Controller Support;Steam Cloud
332270,Action;Adventure;Indie,Action;Indie;Adventure,Single-player;Steam Achievements;Full controller support;Steam Cloud
332310,Adventure,LEGO;Open World;Building,Single-player;Online Multi-Player;Online Co-op;Shared/Split Screen;Steam Achievements;Full controller support
332330,Action,Action;Twin Stick Shooter;Co-op,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
332360,Animation & Modeling;Design & Illustration;Utilities,Animation & Modeling;Design & Illustration;Utilities,Steam Trading Cards
332370,Adventure;Indie,Indie;Adventure;Anime,Single-player;Steam Achievements;Partial Controller Support
332380,Adventure;Casual;Indie;RPG,RPG;Indie;Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
332390,Adventure;Casual;Indie;RPG;Strategy,RPG;Indie;RPGMaker,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
332400,Action;Adventure;Casual;Indie;RPG;Strategy,RPG;Indie;Anime,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
332410,Adventure;Casual;Indie;RPG,RPG;RPGMaker;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
332480,Action;Indie,Indie;Action;Shoot 'Em Up,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
332490,Simulation;Strategy,Strategy;Simulation;Naval,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Leaderboards
332500,0,Single-player;Multi-player;Co-op;Partial Controller Support,windows
332530,Action;Indie,Action;Indie;Shoot 'Em Up,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
332540,Indie;RPG;Strategy,RPG;Indie;Strategy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards
332570,Adventure;Indie;Early Access,Early Access;Funny;Open World,Single-player;Co-op;Local Co-op;Shared/Split Screen;Full controller support;Steam Cloud
332580,Adventure;Casual;Indie,Adventure;Indie;Casual,Single-player;Steam Trading Cards;Partial Controller Support
332610,Action;Adventure;Indie;RPG,Adventure;Indie;Action,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
332620,Adventure;Indie,Adventure;Indie;Platformer,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
332630,Adventure;Indie,Adventure;Indie;Dark,Single-player;Steam Achievements;Steam Trading Cards
332650,Action;Massively Multiplayer;RPG;Early Access,Early Access;Massively Multiplayer;Action,Multi-player;Online Multi-Player;MMO
332700,Action;Adventure;Indie,Adventure;Action;Indie,Single-player;Steam Trading Cards
332710,Indie;RPG,RPG;Indie;Rogue-like,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards
332730,Action;Indie,Action;Indie;PvP,Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
332760,Action;Indie;Early Access,Early Access;Action;Indie,Shared/Split Screen;Full controller support
332780,Action;Indie,Action;Indie;Survival,Single-player;Multi-player;Co-op;Steam Trading Cards
332790,Violent;Gore;Action;Indie,Indie;Action;Violent,Single-player;Steam Achievements;Steam Trading Cards
332800,Indie,Horror;Singleplayer;Survival Horror,Single-player
332810,Adventure;Casual,Casual;Adventure;Hidden Object,Single-player
332830,Casual;Indie,Indie;Casual;Puzzle,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
332880,0,Single-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Leaderboards,windows;mac
332950,Action;Adventure;Indie;RPG,Horror;Indie;Free to Play,Single-player;Steam Achievements;Captions available
333100,Adventure;Indie;Simulation;Early Access,Early Access;Simulation;Indie,Single-player;Steam Achievements;Partial Controller Support
333120,Casual;Indie,Casual;Indie;Puzzle,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
333130,Action;Adventure;Indie,Adventure;Indie;Action,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards
333210,Action;Casual;Indie;Strategy,Action;Strategy;Indie,Single-player;Steam Achievements;Steam Trading Cards
333220,Indie,Indie;Visual Novel;Adventure,Single-player;Steam Trading Cards;Partial Controller Support
333250,Action;Adventure;Casual;Indie;RPG,Anime;Action;Adventure,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
333260,Adventure;Casual;Indie,Indie;Adventure;Casual,Single-player;Steam Trading Cards;Partial Controller Support
333290,Action;Indie,Action;Indie;Platformer,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards
333300,Adventure;Indie;RPG;Strategy,Rogue-like;RPG;Indie,Single-player;Steam Achievements;Steam Trading Cards
333330,Action;Indie;RPG,RPG;Indie;Action,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards
333340,Action;Adventure;Casual;Indie;Racing;RPG;Simulation;Early Access,Early Access;Simulation;Adventure,Multi-player;Online Multi-Player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop
333350,Strategy,Strategy;Turn-Based Strategy;Grand Strategy,Single-player;Multi-player
333380,Indie;RPG;Early Access,Early Access;RPG;Indie,Single-player;Steam Achievements;Full controller support;Steam Workshop
333390,Adventure;Indie;RPG,RPG;Indie;Adventure,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
333420,Strategy,Strategy;RTS;Base-Building,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor;Commentary available
333430,Adventure,Adventure;Point & Click;Detective,Single-player
333490,Adventure;Indie,Adventure;Indie;Puzzle,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
333510,Action;Indie,Action;Indie;Bullet Hell,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards
333540,0,Single-player;Multi-player,windows;mac;linux
333580,Single-player;Full controller support;Steam Trading Cards,Action;Casual;Indie,0
333600,Sexual Content;Nudity;Casual;Indie,Anime;Nudity;Mature,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
333640,Adventure;Indie;RPG;Strategy;Early Access,Early Access;Rogue-like;RPG,Single-player;Steam Achievements;Steam Workshop;Steam Leaderboards;Includes level editor
333650,Adventure;Casual;Indie;Strategy,Adventure;Indie;Casual,Single-player;Steam Achievements
333660,Action;Indie;Strategy,Indie;Strategy;Action,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats
333730,Indie;RPG,RPG;Indie;Perma Death,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
333760,Action;Indie,Action;Indie;Top-Down Shooter,Single-player;Full controller support;Steam Trading Cards
333870,Indie,Indie;Arcade;Casual,Single-player;Steam Achievements
333880,Adventure;Casual;Indie;RPG;Strategy,RPG;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
333930,Action;Free to Play,Free to Play;FPS;Multiplayer,Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;In-App Purchases
333950,Action;Indie;Simulation;Strategy;Early Access,Early Access;Building;Medieval,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Workshop;Partial Controller Support
333970,Indie;Strategy,Indie;Strategy;Multiplayer,Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards
333980,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;RPG,0
333990,Indie;RPG,RPG;Indie;Turn-Based,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer
334030,Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards
334040,Action,Action;Survival;Open World,Multi-player;Steam Trading Cards;Stats
334070,Action;Adventure;Indie,Horror;Indie;Action,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
334100,Action;Adventure;Casual;Indie,Indie;Casual;Action,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards
334120,Adventure;Indie,Adventure;Indie;Point & Click,Single-player
334140,Action;Casual;Indie,Action;Indie;Casual,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
334190,Action;Casual;Indie,Action;Casual;Indie,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud
334210,Action;Indie;Strategy,Action;Indie;Strategy,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
334230,Indie;RPG;Strategy,Strategy;Multiplayer;Mystery,Multi-player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases;Steam Cloud
334260,Indie,Indie;Visual Novel;Puzzle,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
334270,Indie;Simulation;Strategy,Strategy;Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards
334280,Action;Adventure;Indie,Adventure;Action;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
334300,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Indie;Strategy,0
334410,Action;Indie,Action;Indie;VR,Single-player;Full controller support;VR Support;Steam Leaderboards
334420,Adventure;Indie;RPG;Strategy,Space;Adventure;Sci-fi,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards
334470,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player
334480,Adventure;Casual,Adventure;Casual;Pirates,Single-player
334490,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player
334540,Action;Indie;Simulation;Early Access,Early Access;Action;Indie,Multi-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;VR Support
334560,Action;Indie,Action;Indie;Online Co-Op,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards
334620,Action;Indie;Sports,Sports;Indie;Action,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats
334690,Action;Adventure;Indie,Indie;Action;Adventure,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
334710,Indie,Indie;Puzzle;First-Person,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
334830,Action;Indie,Indie;Action;Puzzle,Single-player;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor
334840,Action;Indie,Action;Indie;Shoot 'Em Up,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards
334850,0,Single-player;Steam Achievements;Steam Trading Cards,windows
334920,Free to Play;Indie;Simulation;Strategy,Free to Play;Strategy;RTS,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Cloud
334940,Adventure;Indie,Adventure;Pinball;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
334960,0,Single-player;Steam Achievements;Partial Controller Support,windows
334980,Adventure;Indie,Adventure;Indie;Walking Simulator,Single-player;Partial Controller Support
335000,Adventure;Casual;Indie,Point & Click;Adventure;Dark Fantasy,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
335010,Indie,Indie;Steampunk;Shoot 'Em Up,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
335050,Simulation,Simulation;Massively Multiplayer;MMORPG,MMO
335070,Action;Casual;Indie;Racing;Simulation;Sports,Racing;Simulation;Sports,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards
335090,Action;Indie;Racing,Action;Indie;Racing,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
335100,Indie;Strategy,Indie;Strategy;Building,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Includes level editor
335120,Adventure;RPG,RPG;Adventure;CRPG,Single-player
335150,Free to Play,Free to Play;MMORPG;Pixel Graphics,Single-player;Multi-player;MMO;Co-op
335190,Adventure;Indie;RPG,RPG;Anime;Indie,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards
335200,Action;Adventure,Adventure;Action;Anime,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
335210,Adventure;Indie;Early Access,Early Access;Adventure;Indie,Single-player;Full controller support;VR Support
335220,Casual;Indie,Indie;Casual;Puzzle,Single-player;Steam Trading Cards
335240,Free to Play;Indie;Massively Multiplayer,Free to Play;Multiplayer;Massively Multiplayer,Multi-player;MMO;Steam Achievements;Steam Trading Cards;Includes level editor
335300,16,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support,windows
335310,Single-player,Simulation,0
335320,Action,Action;FPS;Shooter,Single-player;Partial Controller Support
335330,Action;Free to Play,Free to Play;Multiplayer;FPS,Multi-player;Steam Trading Cards;Includes level editor
335420,RPG,RPG;JRPG,Single-player
