appid,genres,steamspy_tags,categories
557400,Adventure;Casual;Free to Play;Indie;RPG,Free to Play;Clicker;Indie,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Steam Leaderboards
557410,RPG,RPG;Card Game;Rogue-like,Single-player
557420,Action;Indie,Indie;Action;Anime,Single-player
557460,Violent;Action;Strategy;Early Access,Early Access;Strategy;Action,Single-player;Local Multi-Player;Co-op;Local Co-op;Cross-Platform Multiplayer
557520,Adventure,Adventure;VR;Puzzle,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
557570,Indie,Indie;Puzzle,Single-player
557580,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards
557600,Adventure;Casual;Indie,Puzzle;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
557630,Violent;Gore;Adventure;Indie;RPG,Indie;RPG;Adventure,Single-player
557670,Action;Casual;Free to Play;Indie;Strategy,Free to Play;Action;Casual,Single-player
557680,Action;Casual;Indie,Action;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
557700,Adventure;Indie;RPG,Indie;Adventure;RPG,Single-player;Steam Achievements;Captions available;Steam Cloud
557720,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player
557730,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Steam Leaderboards
557750,Violent;Action;Adventure;RPG,Action;Adventure;RPG,Single-player;Multi-player
557760,Adventure;Strategy,Adventure;Strategy;Point & Click,Single-player
557770,Nudity;Violent;Gore;Adventure;Casual;Simulation,Adventure;Casual;Violent,Single-player;Steam Achievements;Steam Trading Cards
557780,Free to Play;Indie;Massively Multiplayer;Simulation,Free to Play;Simulation;Fishing,Online Multi-Player;MMO;Steam Achievements;Steam Trading Cards;In-App Purchases;Commentary available
557790,Adventure;Indie,Indie;Adventure;Platformer,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
557810,Free to Play,Free to Play;Clicker;Casual,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases
557830,Action;Indie,Action;Indie;Tower Defense,Single-player;Steam Achievements;Steam Trading Cards
557850,Casual,Casual;VR;Sailing,Single-player;Full controller support;Steam Trading Cards
557860,Casual,Casual;Visual Novel;Anime,Single-player;Steam Achievements;Steam Trading Cards
557880,Violent;Adventure;Casual;Free to Play;Indie,Free to Play;Indie;Visual Novel,Single-player;Steam Achievements;Steam Trading Cards
557890,Casual;Free to Play;Indie,Free to Play;Indie;Casual,Single-player;Steam Achievements;Steam Trading Cards
557940,Casual;Indie,Indie;Casual;VR,Single-player
557960,0,Single-player;Steam Achievements,windows
557970,Action;Adventure;Indie,Action;Adventure;Indie,Single-player
558010,Adventure,Adventure;Anime,Single-player
558020,0,Single-player;Steam Achievements;Steam Cloud;Stats,windows
558030,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,windows
558050,Action;Adventure;Casual;Indie;Strategy,Strategy;Action;Adventure,Single-player
558060,Casual;Indie,Casual;Indie;VR,Single-player
558100,Violent;Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;Strategy,Online Multi-Player;Online Co-op;Steam Trading Cards;In-App Purchases
558110,Adventure;Indie,Adventure;Indie;Physics,Single-player;Steam Achievements
558260,Racing;Sports,Racing;Sports;Offroad,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
558320,Adventure,Adventure;Horror;First-Person,Single-player;Steam Achievements;Steam Trading Cards
558340,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
558410,Adventure;Indie;RPG,Adventure;Indie;RPG,Single-player;Steam Achievements;Captions available;Steam Cloud
558420,Adventure;Indie,Adventure;Horror;Atmospheric,Single-player;Steam Achievements;Steam Cloud
558440,Action;Casual;Indie,Action;Indie;Casual,Single-player;Local Co-op;Shared/Split Screen;Partial Controller Support
558450,Adventure;Indie,Adventure;Indie;Exploration,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
558490,Adventure;Casual;Indie,Adventure;Casual;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
558650,0,Single-player,windows
558660,Adventure;Indie;Simulation,Adventure;Indie;Simulation,Single-player
558670,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player
558680,0,Single-player,windows
558720,Action;Indie;Strategy;Early Access,Early Access;Action;Indie,Single-player;Online Multi-Player;Online Co-op
558740,Indie;Simulation;Early Access,Early Access;Simulation;Indie,Single-player;Steam Achievements;Stats
558750,Casual;Sports,Casual;Sports;VR,Single-player;Steam Achievements;Stats
558780,Adventure;Casual;Indie,Casual;Adventure;Indie,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
558790,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
558810,Action;Adventure;RPG,Action;Adventure;RPG,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
558850,Action;Indie,Action;Indie;VR,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
558870,Sexual Content;Nudity;Action;Casual;Indie;RPG;Simulation;Strategy,Sexual Content;Nudity;Simulation,Single-player;Steam Achievements
558990,Indie;Simulation,Puzzle;Indie;Programming,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor
559010,Free to Play;Simulation,Free to Play;Simulation;VR,Single-player
559030,Adventure;Casual;Indie,Casual;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Leaderboards;Includes level editor
559070,Adventure,Adventure;Point & Click;Classic,Single-player;Steam Cloud
559100,Action;RPG;Strategy,Strategy;Turn-Based Tactics;Cold War,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
559130,Adventure;Indie,Adventure;Indie;Psychological Horror,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
559140,0,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Steam Achievements,windows
559170,0,Single-player,windows
559200,Action;Indie,Action;Indie;Casual,Single-player;Steam Trading Cards
559210,Adventure;Indie;RPG,Story Rich;Indie;RPGMaker,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
559250,Adventure;Casual;Indie;Strategy,Casual;Adventure;Indie,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
559260,Action;Indie;RPG;Early Access,Early Access;Action;Indie,Single-player;Full controller support;Steam Cloud
559280,Action;Indie;Strategy,Strategy;Action;Indie,Single-player;Full controller support
559300,Sports,Sports;Adventure;Pool,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards
559310,Indie;Massively Multiplayer;RPG;Simulation;Strategy,Massively Multiplayer;Strategy;Indie,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Stats;Steam Leaderboards
559330,Adventure;Indie,Adventure;Indie;VR,Single-player;Steam Achievements;Steam Cloud
559340,Action;Indie;RPG,Indie;Survival;Open World,Online Multi-Player;Online Co-op
559350,Casual;Indie;RPG;Strategy,RPG;Indie;Casual,Single-player;Steam Trading Cards
559360,Action;Indie,Action;Indie;Shoot 'Em Up,Single-player
559450,Indie;RPG;Strategy,Indie;RPG;Strategy,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
559610,Sexual Content;Casual;Indie,Sexual Content;Nudity;Visual Novel,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
559620,Action,Action;Western;FPS,Single-player;Steam Cloud
559640,RPG,RPG;Classic;1990's,Single-player
559650,Action;Casual;Indie;Early Access,Early Access;Multiplayer;Funny,Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats
559680,Violent;RPG,RPG;Violent;Vampire,Single-player
559850,Adventure;Indie;Simulation,Nudity;Adventure;Indie,Single-player
559870,Action;Indie;Racing,Racing;Action;Indie,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards
559900,Action,Psychological Horror;Story Rich;Memes,Single-player
559910,Indie;Simulation;Strategy,Simulation;Strategy;Indie,Single-player;Steam Achievements;Steam Cloud
559920,Casual;Free to Play;Indie;Simulation,Free to Play;Indie;Casual,Single-player
559930,Casual;Indie,Indie;Casual;Puzzle,Single-player;Steam Achievements;Full controller support;Steam Cloud
559960,Action;Adventure;Indie;Racing,Racing;Adventure;Action,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
559990,Adventure;Free to Play;RPG,Free to Play;Adventure;RPG,Single-player;Steam Trading Cards
560000,Sexual Content;Nudity;Indie,Sexual Content;Nudity;Visual Novel,Single-player;Steam Achievements
560010,Action;Indie;Strategy;Early Access,Early Access;Strategy;Action,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards
560050,Action;Indie,Action;Indie;Anime,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud
560080,Action;Adventure;Casual;Indie,Indie;Adventure;Action,Single-player;Multi-player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
560130,RPG,RPG;Fantasy;Isometric,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud
560150,0,Single-player;Online Multi-Player;Local Multi-Player;Cross-Platform Multiplayer;Steam Trading Cards,windows
560170,Action;Adventure,Action;Adventure;Star Wars,Single-player;Partial Controller Support
560180,Action;Indie,Indie;Action;Singleplayer,Single-player;Steam Achievements;Full controller support;Steam Trading Cards
560200,Casual;Indie,Indie;Casual;Puzzle,Single-player;Steam Achievements;Steam Workshop;Includes level editor
560220,Indie,Indie;Casual;Singleplayer,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards
560230,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player
560250,Sexual Content;Nudity;Adventure;Casual;Indie,Nudity;Sexual Content;Visual Novel,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support
560260,Free to Play;Indie,Free to Play;Pixel Graphics;2D,Single-player;Steam Achievements;Full controller support;Steam Cloud
560300,Action;Adventure;Indie;RPG,Action;RPG;Indie,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support
560340,Casual;Indie;Racing;Simulation;Sports,Indie;Casual;Simulation,Single-player;Steam Leaderboards
560350,Action;Simulation;Strategy,Strategy;Action;Simulation,Single-player
560370,Violent;Action;Simulation,Simulation;Action;Violent,Single-player
560380,Action;Adventure;Casual;Free to Play;Massively Multiplayer;RPG;Simulation,Massively Multiplayer;RPG;MMORPG,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support
560430,Action;Adventure,Action;Adventure;Classic,Single-player;Partial Controller Support;Steam Cloud
560510,Action;Indie,Action;Indie;Pixel Graphics,Single-player;Local Co-op;Steam Achievements;Full controller support;Steam Leaderboards
560550,Indie;Strategy;Early Access,Early Access;Strategy;Indie,Multi-player;Online Multi-Player;Steam Cloud;Stats;Steam Leaderboards
560570,Action;Indie,Action;Indie,Single-player;Partial Controller Support
560600,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,windows
560640,Action;Adventure;Casual;Indie;Strategy,Adventure;Indie;Action,Single-player;Steam Trading Cards
560710,Action;Casual;Indie,Action;Indie;Casual,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards
560720,Adventure;Casual,Casual;Adventure;Hidden Object,Single-player;Steam Achievements;Steam Trading Cards
560730,Adventure;Casual,Casual;Adventure;Hidden Object,Single-player;Steam Achievements;Steam Trading Cards
560740,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player;Steam Achievements;Steam Trading Cards
560750,Adventure;Casual,Casual;Adventure;Hidden Object,Single-player;Steam Achievements;Steam Trading Cards
560760,Adventure;Casual,Adventure;Casual;Hidden Object,Single-player;Steam Achievements;Steam Trading Cards
560770,Action;Adventure;RPG;Strategy,Action;Adventure;Strategy,Single-player;Steam Achievements;Partial Controller Support;Stats
560790,Adventure,Adventure;Visual Novel,Single-player
560820,Adventure;Casual,Casual;Adventure;Hidden Object,Single-player;Steam Achievements;Steam Trading Cards
560870,Casual;Indie;Simulation,Casual;Indie;Simulation,Single-player;Steam Trading Cards;Partial Controller Support
560930,Casual;Indie;Simulation,Simulation;Indie;Casual,Single-player
560960,Casual;Indie,Indie;Casual;VR,Single-player
560970,Simulation,Simulation;VR,Single-player
561000,Adventure;Casual;Indie,Adventure;Indie;Casual,Single-player
561010,Casual;Indie,Indie;Casual,Single-player;Steam Achievements
561080,Adventure;Indie,Indie;Adventure;Story Rich,Single-player
561100,Action;Adventure,Action;Adventure;Classic,Single-player;Partial Controller Support
561110,Action;Adventure,Action;Adventure;Classic,Single-player;Partial Controller Support
561120,Action;Adventure,Action;Adventure;Classic,Single-player;Partial Controller Support
561190,Indie,Indie;Pixel Graphics,Single-player;Local Multi-Player;Steam Achievements
561230,Action;Casual;Indie;Simulation,Action;Indie;Casual,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards
561260,0,Single-player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,windows;mac
561340,Casual;Indie;Simulation,Casual;Indie;Simulation,Single-player;Steam Achievements;Steam Trading Cards
561360,Action,Action;Cyberpunk;VR,Single-player;Steam Cloud
561420,Action;Casual;Indie;Simulation,Indie;Casual;Action,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud
561450,Action;Indie;RPG,Indie;Action;RPG,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards
561480,Adventure;Indie,Adventure;Indie;Point & Click,Single-player
561510,Action;Indie,Action;Indie;Platformer,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support
561590,Simulation;Sports,Sports;Simulation,Single-player;Online Multi-Player
561600,Racing;Simulation;Sports,Racing;Sports;Simulation,Single-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards
561610,Racing;Simulation;Sports,Racing;Sports;Simulation,Single-player;Multi-player;Online Multi-Player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud
561680,Casual;Strategy,Strategy;Casual;Card Game,Single-player
561690,Action;Adventure;Indie,Action;Adventure;Indie,Single-player;Steam Achievements;Full controller support;Stats
